0.000000000000000000e+00 -2.618993186950683594e+01 -2.818136978149414062e+01 -2.297248840332031250e+01 -1.961959648132324219e+01 -1.395023345947265625e+01 -9.473679542541503906e+00 -7.888878822326660156e+00 -1.196357822418212891e+01 -1.455873394012451172e+01 -1.834982490539550781e+01 -1.918921661376953125e+01 -2.476368904113769531e+01
1.000000000000000000e+01 -2.776819229125976562e+01 -2.781954574584960938e+01 -2.548989677429199219e+01 -2.051225662231445312e+01 -1.442595100402832031e+01 -1.075319671630859375e+01 -9.010355949401855469e+00 -1.089553451538085938e+01 -1.641223907470703125e+01 -1.969870758056640625e+01 -2.256665992736816406e+01 -2.696837234497070312e+01
2.000000000000000000e+01 -2.640290451049804688e+01 -2.310697746276855469e+01 -2.428742599487304688e+01 -1.795374679565429688e+01 -1.456386089324951172e+01 -1.055127811431884766e+01 -9.543910980224609375e+00 -1.088640022277832031e+01 -1.646378135681152344e+01 -2.000687026977539062e+01 -2.248486137390136719e+01 -2.920234107971191406e+01
3.000000000000000000e+01 -2.553323936462402344e+01 -2.581202697753906250e+01 -2.502067947387695312e+01 -1.899517631530761719e+01 -1.416881847381591797e+01 -9.894346237182617188e+00 -9.143959999084472656e+00 -1.128875732421875000e+01 -1.425813198089599609e+01 -1.902892875671386719e+01 -2.482615852355957031e+01 -2.454015731811523438e+01
4.000000000000000000e+01 -2.546776580810546875e+01 -2.842774200439453125e+01 -2.433192634582519531e+01 -1.909854507446289062e+01 -1.292439079284667969e+01 -1.032383632659912109e+01 -8.534350395202636719e+00 -1.019022846221923828e+01 -1.465799045562744141e+01 -1.814484405517578125e+01 -2.239844703674316406e+01 -2.652766227722167969e+01
5.000000000000000000e+01 -2.382104492187500000e+01 -2.494157218933105469e+01 -2.304908370971679688e+01 -1.929241180419921875e+01 -1.374279880523681641e+01 -9.393058776855468750e+00 -8.884332656860351562e+00 -1.050247573852539062e+01 -1.549409198760986328e+01 -1.874323081970214844e+01 -2.199055671691894531e+01 -2.491525840759277344e+01
6.000000000000000000e+01 -2.701097679138183594e+01 -2.712852668762207031e+01 -2.342261695861816406e+01 -2.037767028808593750e+01 -1.414585399627685547e+01 -1.051448345184326172e+01 -8.561128616333007812e+00 -1.159197998046875000e+01 -1.696961784362792969e+01 -2.042279243469238281e+01 -2.268287658691406250e+01 -2.616440391540527344e+01
7.000000000000000000e+01 -2.801332283020019531e+01 -2.963526725769042969e+01 -2.617693710327148438e+01 -1.853653907775878906e+01 -1.395362949371337891e+01 -9.821003913879394531e+00 -8.980842590332031250e+00 -1.007705211639404297e+01 -1.595845985412597656e+01 -1.888105392456054688e+01 -2.313507270812988281e+01 -2.659895515441894531e+01
8.000000000000000000e+01 -2.447700500488281250e+01 -2.408432388305664062e+01 -2.589953994750976562e+01 -1.749309730529785156e+01 -1.343232822418212891e+01 -9.380652427673339844e+00 -8.598845481872558594e+00 -1.185784721374511719e+01 -1.891167259216308594e+01 -2.008297920227050781e+01 -2.289084625244140625e+01 -2.545161628723144531e+01
9.000000000000000000e+01 -2.533829116821289062e+01 -2.531666374206542969e+01 -2.170251083374023438e+01 -1.607912254333496094e+01 -1.407879638671875000e+01 -1.056239223480224609e+01 -8.752101898193359375e+00 -1.216806411743164062e+01 -1.645450019836425781e+01 -2.025470733642578125e+01 -2.145162582397460938e+01 -2.522851943969726562e+01
1.000000000000000000e+02 -2.720033264160156250e+01 -2.638756179809570312e+01 -2.484244728088378906e+01 -1.982274436950683594e+01 -1.367258071899414062e+01 -1.081658935546875000e+01 -9.573987007141113281e+00 -1.195741367340087891e+01 -1.551188182830810547e+01 -2.079587554931640625e+01 -2.403108215332031250e+01 -2.828116607666015625e+01
1.100000000000000000e+02 -2.489249229431152344e+01 -2.482320785522460938e+01 -2.370634841918945312e+01 -1.710666275024414062e+01 -1.325754165649414062e+01 -9.730889320373535156e+00 -7.489288330078125000e+00 -1.145640182495117188e+01 -1.501074409484863281e+01 -1.950066184997558594e+01 -2.203672027587890625e+01 -2.560028076171875000e+01
1.200000000000000000e+02 -2.636535453796386719e+01 -2.939092826843261719e+01 -2.395563507080078125e+01 -1.803886795043945312e+01 -1.349522113800048828e+01 -1.075768375396728516e+01 -7.827096462249755859e+00 -1.056393527984619141e+01 -1.418923377990722656e+01 -2.180136871337890625e+01 -2.431722450256347656e+01 -2.706046867370605469e+01
1.300000000000000000e+02 -2.818848419189453125e+01 -2.589689064025878906e+01 -2.467511940002441406e+01 -1.981252288818359375e+01 -1.347215652465820312e+01 -1.034866237640380859e+01 -7.629734516143798828e+00 -1.186895656585693359e+01 -1.386748123168945312e+01 -2.088788986206054688e+01 -2.471227836608886719e+01 -2.572719955444335938e+01
1.400000000000000000e+02 -2.777992820739746094e+01 -2.630817794799804688e+01 -2.520994758605957031e+01 -2.047471809387207031e+01 -1.432656669616699219e+01 -9.809540748596191406e+00 -8.432458877563476562e+00 -1.069605922698974609e+01 -1.574549674987792969e+01 -1.984425163269042969e+01 -2.268923759460449219e+01 -2.633701133728027344e+01
