0.000000000000000000e+00 2.438604680494539480e+03
1.002507824069935168e+03 2.435425876882648481e+03
2.005015648139870336e+03 2.433730497346924949e+03
3.007523472209805277e+03 2.432794267313886849e+03
4.010031296279740673e+03 2.430556141772519823e+03
5.012539120349676523e+03 2.428198739968974223e+03
6.015046944419610554e+03 2.427118679495838023e+03
7.017554768489546404e+03 2.425148307255286454e+03
8.020062592559481345e+03 2.422031089900271127e+03
9.022570416629416286e+03 2.416559203250043083e+03
1.002507824069935305e+04 2.412202090209131256e+03
1.102758606476928799e+04 2.408159002215952114e+03
1.203009388883922111e+04 2.403849290161948375e+03
1.303260171290915787e+04 2.401751533883653792e+03
1.403510953697909281e+04 2.399996490103272663e+03
1.503761736104902775e+04 2.399455718937251731e+03
1.604012518511896269e+04 2.397572961046539149e+03
1.704263300918889581e+04 2.395121851899661124e+03
1.804514083325883257e+04 2.393576443757644029e+03
1.904764865732876933e+04 2.390101756849697267e+03
2.005015648139870609e+04 2.386874504303373214e+03
2.105266430546863921e+04 2.383254861629899551e+03
2.205517212953857597e+04 2.381066744388892857e+03
2.305767995360850909e+04 2.378064345671595675e+03
2.406018777767844222e+04 2.375610115794027479e+03
2.506269560174837898e+04 2.371525402815570033e+03
2.606520342581831574e+04 2.368116235765186957e+03
2.706771124988825250e+04 2.366099304377513363e+03
2.807021907395818562e+04 2.363478250260224740e+03
2.907272689802812238e+04 2.361198381111300023e+03
3.007523472209805550e+04 2.356615953409535450e+03
3.107774254616799226e+04 2.350410464124416649e+03
3.208025037023792538e+04 2.344170518742008881e+03
3.308275819430786214e+04 2.340000505259168222e+03
3.408526601837779162e+04 2.337915801555879170e+03
3.508777384244772838e+04 2.336294746782260972e+03
3.609028166651766514e+04 2.334265193732005628e+03
3.709278949058760918e+04 2.331182842701402024e+03
3.809529731465753866e+04 2.327308430457489067e+03
3.909780513872747542e+04 2.322671955549900758e+03
4.010031296279741218e+04 2.318650537811467984e+03
4.110282078686734167e+04 2.315446638005758814e+03
4.210532861093727843e+04 2.312902585214739247e+03
4.310783643500721519e+04 2.311437841440086686e+03
4.411034425907715195e+04 2.308042178755986242e+03
4.511285208314708143e+04 2.302807992488784294e+03
4.611535990721701819e+04 2.297403840123475675e+03
4.711786773128695495e+04 2.293943980045547505e+03
4.812037555535688443e+04 2.291287533449213242e+03
4.912288337942682119e+04 2.287995911981711743e+03
5.012539120349675795e+04 2.285930684469302832e+03
5.112789902756670199e+04 2.286239726422712465e+03
5.213040685163663147e+04 2.283555777511130600e+03
5.313291467570656823e+04 2.277948392194876305e+03
5.413542249977650499e+04 2.272773513689850915e+03
5.513793032384644175e+04 2.267750504153602378e+03
5.614043814791637124e+04 2.263517103187339671e+03
5.714294597198630800e+04 2.258723977112645116e+03
5.814545379605624476e+04 2.254315016217191896e+03
5.914796162012617424e+04 2.250788387157550005e+03
6.015046944419611100e+04 2.247441183941403324e+03
6.115297726826604776e+04 2.244665605957497519e+03
6.215548509233598452e+04 2.240942119207903943e+03
6.315799291640591400e+04 2.237610761649342749e+03
6.416050074047585076e+04 2.234965738806207355e+03
6.516300856454578752e+04 2.231725517545217372e+03
6.616551638861572428e+04 2.227261127496686640e+03
6.716802421268566104e+04 2.224524643216239383e+03
6.817053203675558325e+04 2.221582090101227550e+03
6.917303986082552001e+04 2.217784021255731204e+03
7.017554768489545677e+04 2.211254787460171428e+03
7.117805550896539353e+04 2.206679251968559583e+03
7.218056333303533029e+04 2.204027452490505311e+03
7.318307115710528160e+04 2.198775111038311479e+03
7.418557898117521836e+04 2.192899407197891378e+03
7.518808680524514057e+04 2.187892564932774803e+03
7.619059462931507733e+04 2.183781883438890418e+03
7.719310245338501409e+04 2.180413860307807226e+03
7.819561027745495085e+04 2.176553341109833582e+03
7.919811810152488761e+04 2.171280409064571359e+03
8.020062592559482437e+04 2.167290701597251427e+03
8.120313374966476113e+04 2.162622235611789620e+03
8.220564157373468333e+04 2.158952866985409855e+03
8.320814939780462009e+04 2.154370831723976153e+03
8.421065722187455685e+04 2.150970150220892265e+03
8.521316504594449361e+04 2.147356310098174617e+03
8.621567287001443037e+04 2.144030789928860941e+03
8.721818069408436713e+04 2.141786389405493537e+03
8.822068851815430389e+04 2.139697200882214929e+03
8.922319634222422610e+04 2.135904895823548941e+03
9.022570416629416286e+04 2.131815458223575661e+03
9.122821199036409962e+04 2.128006961046603919e+03
