0.000000000000000000e+00 -1.455738624061565112e+01
1.002507824069935168e+03 -3.188762935875766757e+01
2.005015648139870336e+03 -4.884076212314661092e+01
3.007523472209805277e+03 -6.152478875347230058e+01
4.010031296279740673e+03 -6.873714378098136990e+01
5.012539120349676523e+03 -6.184503250726733370e+01
6.015046944419610554e+03 -3.488597338257574876e+01
7.017554768489546404e+03 5.696416240196498393e+00
8.020062592559481345e+03 4.535545316647650083e+01
9.022570416629416286e+03 6.318464803431717058e+01
1.002507824069935305e+04 5.533653276832306034e+01
1.102758606476928799e+04 4.179664776183238928e+01
1.203009388883922111e+04 2.533704694871913077e+01
1.303260171290915787e+04 -3.900496102019742839e+00
1.403510953697909281e+04 -3.474611865031222635e+01
1.503761736104902775e+04 -4.938114109926215178e+01
1.604012518511896269e+04 -5.890452462398979350e+01
1.704263300918889581e+04 -7.260370214257987698e+01
1.804514083325883257e+04 -9.238661481918892093e+01
1.904764865732876933e+04 -1.177130378019796666e+02
2.005015648139870609e+04 -1.263229036236926959e+02
2.105266430546863921e+04 -1.278395249180431534e+02
2.205517212953857597e+04 -1.287376316145763155e+02
2.305767995360850909e+04 -1.324615360935377453e+02
2.406018777767844222e+04 -1.306191132174199367e+02
2.506269560174837898e+04 -1.226817986725367433e+02
2.606520342581831574e+04 -1.012995869493322942e+02
2.706771124988825250e+04 -7.087061627215555859e+01
2.807021907395818562e+04 -3.217819259862503145e+01
2.907272689802812238e+04 1.033276416183442770e+01
3.007523472209805550e+04 4.110131691187392278e+01
3.107774254616799226e+04 4.737366272098859810e+01
3.208025037023792538e+04 3.186159731069184886e+01
3.308275819430786214e+04 1.288559576973361764e+00
3.408526601837779162e+04 -2.255251630992067646e+01
3.508777384244772838e+04 -2.668598070282523338e+01
3.609028166651766514e+04 -1.388448696082103773e+01
3.709278949058760918e+04 2.734797556922637085e+01
3.809529731465753866e+04 5.052335493666670629e+01
3.909780513872747542e+04 4.083649471674700493e+01
4.010031296279741218e+04 1.772266806330919664e+01
4.110282078686734167e+04 3.712573465897495151e-01
4.210532861093727843e+04 -4.407806915711771190e+00
4.310783643500721519e+04 3.199510955225927766e+00
4.411034425907715195e+04 1.062115291389267391e+01
4.511285208314708143e+04 1.904316041729098785e+01
4.611535990721701819e+04 2.653634708307832568e+01
4.711786773128695495e+04 3.151049511119198598e+01
4.812037555535688443e+04 3.781317831918006789e+01
4.912288337942682119e+04 4.658006151671490613e+01
5.012539120349675795e+04 6.170043510904984885e+01
